,Product_name,Product_Description,Product_price,Product_ratings,Image
55,HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti...,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty,"??1,18,000",4.5,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
56,HP Pavilion Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE0208AU Thin and Light Lapt...,"AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD33.78 cm (13.3 Inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP BIOS recovery, HP Smart1 Year onsite Warranty","??74,990",4.7,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/w/j/x/na-thin-and-light-laptop-hp-original-imag5bg7ngmzfkqu.jpeg?q=70
57,HP 15 APU Dual Core E2 E2-9000e - (4 GB/1 TB HDD/DOS) 15-BW098AU Laptop,AMD APU Dual Core E2 Processor4 GB DDR4 RAMDOS Operating System1 TB HDD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,"??22,992",4.2,https://rukminim1.flixcart.com/image/312/312/j76i3rk0/computer/8/p/g/hp-laptop-original-imaexhfam9ydagzj.jpeg?q=70
58,HP Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du3055TU Thin and Light Laptop,"Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP BIOS recovery, HP Smart1 Year onsite Warranty","??40,490",4,https://rukminim1.flixcart.com/image/312/312/kw2fki80/computer/o/z/d/-original-imag8tthazucuzac.jpeg?q=70
59,HP Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) 250 G8 Laptop,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System1 TB HDD39.62 cm (15.6 inch) Display1 YEAR,"??39,200",4.3,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/2/a/h/255-g8-laptop-hp-original-imagcnk9gvmqvhaq.jpeg?q=70
60,HP 15-ec1105AX Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayHP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant1 Year Onsite Warranty","??59,890",4.6,https://rukminim1.flixcart.com/image/312/312/kq8dua80/computer/s/2/v/na-gaming-laptop-hp-original-imag4agxntky6zuv.jpeg?q=70
61,HP 245 G8 Ryzen 3 Quad Core - (8 GB/1 TB HDD/Windows 10 Pro) 245 G8 Notebook,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 10 Operating System1 TB HDD35.56 cm (14 inch) Display1 Year,"??36,490",3.8,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/b/x/hp-245-g8-notebook-hp-original-imaggy5d2czprqy9.jpeg?q=70
62,HP HP Envy Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) 14-eb0021TX Thin and Ligh...,"Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2019 Home & Student, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart ""1 Year Onsite Warranty","??99,999",4,https://rukminim1.flixcart.com/image/312/312/ksdjma80/computer/r/7/r/14-eb0021tx-thin-and-light-laptop-hp-original-imag5yhncuezamfh.jpeg?q=70
63,HP Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-DV2015TU Laptop,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Display1 YEAR,"??87,990",5,https://rukminim1.flixcart.com/image/312/312/l4ssfww0/computer/t/a/s/14-dv2015tu-laptop-hp-original-imagfmagnzqxggak.jpeg?q=70
64,HP Pavilion Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) EG2036TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,"??72,490",4.6,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/9/5/2/eg2036tu-thin-and-light-laptop-hp-original-imagduyqdgd5gtas.jpeg?q=70
65,HP Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Pro) 240 G8 Laptop,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 10 Operating System1 TB HDD35.56 cm (14 inch) Display1 YEAR,"??55,490",5,https://rukminim1.flixcart.com/image/312/312/ky4qgsw0/computer/j/f/5/240-g8-laptop-hp-original-imagaffva46zgucg.jpeg?q=70
66,HP Pavilion Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Light Laptop,"Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty","??68,980",5,https://rukminim1.flixcart.com/image/312/312/l4fxh8w0/computer/s/i/s/-original-imagfc54nty5wgeh.jpeg?q=70
67,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Laptop,"Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP BIOS Recovery1 Year Domestic Brand Warranty on Device","??41,000",4.2,https://rukminim1.flixcart.com/image/312/312/kdoup3k0/computer/e/v/p/hp-original-imafujjhdwjjh9j8.jpeg?q=70
68,HP 250 G8 53L46PA Core i3 10th Gen - (4 GB/1 TB SSD/Windows 10 Home) 53L46PA Laptop,Intel Core i3 Processor (10th Gen)4 GB DDR4 RAMWindows 10 Operating System1 TB SSD40.0 cm (15.748 inch) Display30-day McAfee?? LiveSafe?? trial included. Internet access required and not included. Subscription required after expiration. See WWW.McAfee.com for more detail1 YEAR WARRANTY,"??37,990",5,https://rukminim1.flixcart.com/image/312/312/kxaq7ww0/computer/7/r/f/hp-250-g8-notebook-pc-laptop-hp-original-imag9s2agwzzznau.jpeg?q=70
